gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2513711356	227	39.91	6	227	3	227	3.0e-47	181	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
2513711358	267	36.76	3	267	1	261	3.0e-73	268	COG0708	Exonuclease III	261
2513711359	222	24.62	22	208	4	198	7.0e-34	137	COG2834	Outer membrane lipoprotein-sorting protein	211
2513711360	888	29.04	11	880	4	854	0.0e+00	555	COG1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	858
2513711361	475	52.9	45	475	1	405	3.0e-116	412	COG0004	Ammonia permease	409
2513711362	116	63.39	5	116	1	112	2.0e-39	154	COG0347	Nitrogen regulatory protein PII	112
2513711363	294	62.32	10	293	4	287	3.0e-114	404	COG1946	Acyl-CoA thioesterase	289
2513711364	404	37.47	1	390	2	385	7.0e-78	284	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2513711365	62	52.73	8	62	1	55	6.0e-14	69.1	COG2835	Uncharacterized conserved protein	60
2513711366	223	52.25	7	223	1	221	1.0e-58	219	COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	221
2513711367	324	45.05	11	323	1	304	3.0e-88	318	COG3118	Thioredoxin domain-containing protein	304
2513711368	169	67.27	5	169	1	164	2.0e-66	244	COG3760	Uncharacterized conserved protein	164
2513711370	480	37.25	1	469	1	486	3.0e-116	412	COG5476	Uncharacterized conserved protein	488
2513711371	243	32.07	1	230	3	236	2.0e-33	136	COG2186	Transcriptional regulators	241
2513711372	505	32.52	3	495	14	544	3.0e-82	299	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513711373	315	49.68	1	312	1	314	2.0e-88	319	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513711374	291	53.79	15	289	9	285	4.0e-72	265	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513711375	594	34.67	7	593	9	538	0.0e+00	465	COG0405	Gamma-glutamyltransferase	539
2513711376	251	51	1	194	1	199	3.0e-53	202	COG3342	Uncharacterized conserved protein	265
2513711377	612	59.11	9	568	2	539	0.0e+00	747	COG1123	ATPase components of various ABC-type transport systems, contain duplicated ATPase	539
2513711378	444	52.05	1	436	2	440	0.0e+00	490	COG5368	Uncharacterized protein conserved in bacteria	451
2513711379	345	42.25	1	344	3	351	1.0e-91	329	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
2513711380	510	30.83	5	506	4	534	6.0e-66	245	COG1178	ABC-type Fe3+ transport system, permease component	540
2513711381	338	27.21	47	337	1	298	5.0e-39	155	COG1840	ABC-type Fe3+ transport system, periplasmic component	299
2513711382	512	35.16	28	499	13	471	2.0e-110	393	COG1012	NAD-dependent aldehyde dehydrogenases	472
2513711383	427	26.7	26	394	1	374	2.0e-47	183	COG0665	Glycine/D-amino acid oxidases (deaminating)	387
2513711384	470	31.46	3	254	2	290	2.0e-52	200	COG5383	Uncharacterized protein conserved in bacteria	295
2513711385	300	28.19	9	299	1	296	1.0e-31	130	COG0583	Transcriptional regulator	297
2513711387	392	24.15	21	384	3	377	5.0e-27	115	COG0438	Glycosyltransferase	381
2513711388	1103	18.57	1	466	4	467	2.0e-26	115	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2513711390	826	18.87	15	797	15	784	2.0e-89	324	COG3250	Beta-galactosidase/beta-glucuronidase	808
2513711392	302	12.35	1	302	96	417	2.0e-42	166	COG0172	Seryl-tRNA synthetase	429
2513711393	393	23.82	1	388	1	391	2.0e-30	126	COG1960	Acyl-CoA dehydrogenases	393
2513711394	83	26.83	1	81	6	80	8.0e-03	32.2	COG0236	Acyl carrier protein	80
2513711395	350	45.4	1	348	18	364	2.0e-122	432	COG1509	Lysine 2,3-aminomutase	369
2513711396	339	49.11	1	337	11	322	1.0e-116	413	COG2269	Truncated, possibly inactive, lysyl-tRNA synthetase (class II)	322
2513711397	189	34.35	1	131	1	131	3.0e-35	141	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2513711398	242	50.62	4	242	1	243	8.0e-73	266	COG4821	Uncharacterized protein containing SIS (Sugar ISomerase) phosphosugar binding domain	243
2513711399	383	43.98	3	381	1	376	1.0e-103	370	COG1820	N-acetylglucosamine-6-phosphate deacetylase	380
2513711400	343	38.82	5	342	2	340	5.0e-72	264	COG2222	Predicted phosphosugar isomerases	340
2513711401	257	42.86	17	251	1	236	9.0e-51	193	COG2188	Transcriptional regulators	236
2513711402	340	39.29	10	340	3	308	1.0e-65	243	COG2017	Galactose mutarotase and related enzymes	308
2513711403	307	57.62	1	301	1	302	0.0e+00	499	COG1897	Homoserine trans-succinylase	307
2513711404	616	42.71	14	596	16	597	0.0e+00	536	COG4178	ABC-type uncharacterized transport system, permease and ATPase components	604
2513711406	605	37.96	3	500	1	529	0.0e+00	468	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2513711407	216	42.45	4	213	2	212	3.0e-53	202	COG1564	Thiamine pyrophosphokinase	212
2513711408	175	26.73	51	151	19	116	6.0e-08	50.7	COG1846	Transcriptional regulators	126
2513711410	514	73.38	38	514	4	479	0.0e+00	706	COG4784	Putative Zn-dependent protease	479
2513711411	319	38.49	40	313	70	336	7.0e-62	230	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2513711412	190	51.81	11	175	1	166	5.0e-56	210	COG1329	Transcriptional regulators, similar to M. xanthus CarD	166
2513711413	112	43.94	4	65	5	68	2.0e-08	50.9	COG1146	Ferredoxin	68
2513711414	134	37.37	7	105	3	100	1.0e-22	98.5	COG1188	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	100
2513711415	1090	16.72	49	682	1	455	3.0e-13	71.7	COG0513	Superfamily II DNA and RNA helicases	513
2513711419	241	41.6	1	238	4	250	2.0e-46	179	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513711420	393	50.38	6	391	4	390	1.0e-89	323	COG0183	Acetyl-CoA acetyltransferase	392
2513711421	190	71.2	1	190	3	193	4.0e-72	263	COG5394	Uncharacterized protein conserved in bacteria	193
2513711423	61	61.4	1	57	1	57	6.0e-15	72.6	COG0333	Ribosomal protein L32	57
2513711424	215	29.41	12	207	7	209	5.0e-24	104	COG0625	Glutathione S-transferase	211
2513711425	240	44.89	14	237	15	239	2.0e-65	242	COG5255	Uncharacterized protein conserved in bacteria	239
2513711427	304	41.29	8	304	3	296	3.0e-61	229	COG0142	Geranylgeranyl pyrophosphate synthase	322
2513711428	353	41.18	5	352	2	353	8.0e-82	297	COG0079	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase	356
2513711429	416	45.81	10	415	1	361	0.0e+00	471	COG0821	Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis	361
2513711430	396	23.12	19	384	15	407	1.0e-14	74.5	COG0738	Fucose permease	422
2513711431	253	40.8	2	250	4	253	4.0e-53	201	COG1349	Transcriptional regulators of sugar metabolism	253
2513711432	316	23.57	29	312	2	288	5.0e-10	59	COG2962	Predicted permeases	293
2513711433	257	41.57	1	255	1	267	1.0e-37	150	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513711434	219	58.74	8	212	17	222	3.0e-57	214	COG0765	ABC-type amino acid transport system, permease component	222
2513711435	253	51.43	1	245	2	239	2.0e-95	342	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2513711436	190	26.74	4	185	1	183	6.0e-24	103	COG0431	Predicted flavoprotein	184
2513711437	1154	65.31	2	1154	6	1149	0.0e+00	1912	COG1038	Pyruvate carboxylase	1149
2513711439	587	33.45	5	571	2	565	1.0e-106	380	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
2513711441	412	50.78	23	403	23	403	5.0e-96	345	COG4645	Uncharacterized protein conserved in bacteria	410
2513711442	2824	54.81	1731	2816	1	1037	0.0e+00	1254	COG3459	Cellobiose phosphorylase	1056
2513711445	249	54.76	2	249	1	251	6.0e-90	323	COG1124	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	252
2513711446	277	54.48	4	267	1	268	3.0e-97	347	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2513711447	311	51.23	28	311	6	289	4.0e-77	281	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513711448	355	43.07	22	353	3	314	1.0e-83	303	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513711449	547	29.55	1	547	2	554	3.0e-71	263	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513711450	352	38.9	4	349	3	313	5.0e-85	308	COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	313
2513711451	341	43.47	17	340	3	315	1.0e-60	227	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513711452	513	52.71	16	512	1	498	0.0e+00	654	COG1129	ABC-type sugar transport system, ATPase component	500
2513711453	309	41.37	5	309	18	319	7.0e-53	201	COG1879	ABC-type sugar transport system, periplasmic component	322
2513711454	165	50	1	165	26	191	4.0e-46	177	COG3812	Uncharacterized protein conserved in bacteria	193
2513711455	519	28.37	14	496	1	462	6.0e-61	228	COG3119	Arylsulfatase A and related enzymes	475
2513711456	327	49.39	5	327	2	327	0.0e+00	481	COG1087	UDP-glucose 4-epimerase	329
2513711457	214	50.47	1	213	3	216	3.0e-68	251	COG3828	Uncharacterized protein conserved in bacteria	239
2513711464	105	59.22	1	103	1	103	3.0e-33	133	COG0261	Ribosomal protein L21	103
2513711465	89	71.26	1	87	1	87	5.0e-33	132	COG0211	Ribosomal protein L27	87
2513711466	218	31.72	34	212	2	186	1.0e-26	113	COG1670	Acetyltransferases, including N-acetylases of ribosomal proteins	187
2513711467	182	25.73	7	167	3	173	1.0e-17	83.1	COG1670	Acetyltransferases, including N-acetylases of ribosomal proteins	187
2513711468	288	30.95	4	288	13	257	1.0e-36	147	COG3568	Metal-dependent hydrolase	259
2513711469	364	55.83	1	362	1	369	0.0e+00	482	COG0536	Predicted GTPase	369
2513711470	389	56.6	5	372	1	369	3.0e-130	458	COG0263	Glutamate 5-kinase	369
2513711471	427	56.28	15	427	5	417	0.0e+00	559	COG0014	Gamma-glutamyl phosphate reductase	417
2513711472	220	32.64	27	212	1	193	1.0e-45	176	COG1057	Nicotinic acid mononucleotide adenylyltransferase	197
2513711473	263	42.15	4	263	1	258	1.0e-55	210	COG0725	ABC-type molybdate transport system, periplasmic component	258
2513711474	233	59.29	6	231	1	225	7.0e-67	247	COG4149	ABC-type molybdate transport system, permease component	225
2513711475	355	52.81	3	355	2	352	1.0e-122	433	COG4148	ABC-type molybdate transport system, ATPase component	352
2513711476	125	43.69	11	113	5	107	6.0e-26	109	COG2005	N-terminal domain of molybdenum-binding protein	130
2513711477	149	48.65	39	149	5	115	2.0e-34	138	COG0799	Uncharacterized homolog of plant Iojap protein	115
2513711478	160	45.91	1	159	1	155	3.0e-47	181	COG1576	Uncharacterized conserved protein	155
2513711479	466	37.02	41	456	24	420	4.0e-87	315	COG4942	Membrane-bound metallopeptidase	420
2513711480	440	46.17	4	395	1	400	9.0e-106	377	COG0793	Periplasmic protease	406
2513711481	396	46.25	144	396	1	250	2.0e-76	280	COG2861	Uncharacterized protein conserved in bacteria	250
2513711482	177	25.9	8	170	4	153	8.0e-10	56.9	COG0494	NTP pyrophosphohydrolases including oxidative damage repair enzymes	161
2513711483	161	60.51	1	157	1	157	6.0e-57	213	COG2193	Bacterioferritin (cytochrome b1)	157
2513711485	1154	34.94	4	1105	1	1078	0.0e+00	950	COG0587	DNA polymerase III, alpha subunit	1139
2513711486	471	23.42	53	426	23	350	4.0e-18	86.5	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	354
2513711487	314	31.97	23	266	6	231	3.0e-26	112	COG4544	Uncharacterized conserved protein	260
2513711488	145	63.97	5	140	1	136	3.0e-48	184	COG3824	Uncharacterized protein conserved in bacteria	136
2513711489	68	76.47	1	68	3	70	2.0e-29	120	COG5515	Uncharacterized conserved small protein	70
2513711490	306	40.28	15	300	1	283	3.0e-68	252	COG2301	Citrate lyase beta subunit	283
2513711492	140	49.23	19	138	2	131	5.0e-32	130	COG2764	Uncharacterized protein conserved in bacteria	136
2513711493	202	56.72	1	201	1	189	3.0e-75	274	COG0066	3-isopropylmalate dehydratase small subunit	191
2513711494	310	34.2	10	310	26	328	8.0e-53	200	COG1171	Threonine dehydratase	347
2513711495	370	51.08	1	368	1	348	1.0e-116	413	COG0473	Isocitrate/isopropylmalate dehydrogenase	348
2513711499	229	39.01	4	222	2	224	8.0e-54	203	COG1136	ABC-type antimicrobial peptide transport system, ATPase component	226
2513711501	584	31.02	104	581	37	482	3.0e-75	276	COG1785	Alkaline phosphatase	482
2513711503	344	54.01	2	332	1	334	5.0e-120	424	COG0136	Aspartate-semialdehyde dehydrogenase	334
2513711504	290	40.71	9	283	1	276	2.0e-63	236	COG2951	Membrane-bound lytic murein transglycosylase B	343
2513711505	539	44.75	333	513	2	179	3.0e-38	153	COG2199	FOG: GGDEF domain	181
2513711506	213	36.74	2	213	1	207	3.0e-53	201	COG0288	Carbonic anhydrase	207
2513711507	291	43.42	8	283	2	281	4.0e-88	317	COG2240	Pyridoxal/pyridoxine/pyridoxamine kinase	281
2513711508	1592	50.96	1	1588	1	1590	0.0e+00	1821	COG2902	NAD-specific glutamate dehydrogenase	1592
2513711509	461	42.38	12	460	9	434	6.0e-109	388	COG2270	Permeases of the major facilitator superfamily	438
2513711510	538	62.21	16	538	2	515	0.0e+00	754	COG0138	AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful)	515
2513711511	538	56.09	2	538	25	565	0.0e+00	612	COG5360	Uncharacterized protein conserved in bacteria	566
2513711512	460	40.77	120	460	1	355	7.0e-75	275	COG0144	tRNA and rRNA cytosine-C5-methylases	355
2513711513	320	35.25	5	284	24	302	4.0e-48	185	COG0501	Zn-dependent protease with chaperone function	302
2513711515	651	42.68	66	631	1	528	0.0e+00	679	COG0365	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases	528
2513711516	234	76.07	1	233	1	230	2.0e-96	345	COG3820	Uncharacterized protein conserved in bacteria	230
2513711517	311	28.33	2	310	1	360	2.0e-40	159	COG1344	Flagellin and related hook-associated proteins	360
2513711518	636	37.03	46	604	1	522	0.0e+00	548	COG0365	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases	528
2513711519	219	46.7	1	219	1	226	9.0e-75	273	COG0325	Predicted enzyme with a TIM-barrel fold	228
2513711520	876	47.95	4	876	3	814	0.0e+00	1035	COG0495	Leucyl-tRNA synthetase	814
2513711521	173	43.27	9	173	1	171	4.0e-30	124	COG5468	Predicted secreted (periplasmic) protein	172
2513711522	346	25.36	4	343	1	334	1.0e-46	180	COG1466	DNA polymerase III, delta subunit	334
2513711523	293	38.13	34	286	2	240	2.0e-36	146	COG1475	Predicted transcriptional regulators	240
2513711524	264	40.47	7	261	3	257	1.0e-59	223	COG1192	ATPases involved in chromosome partitioning	259
2513711525	205	30.24	5	203	13	214	2.0e-43	168	COG0357	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division	215
2513711526	625	57	6	616	5	616	0.0e+00	872	COG0445	NAD/FAD-utilizing enzyme apparently involved in cell division	621
2513711527	437	42.2	1	437	2	454	0.0e+00	469	COG0486	Predicted GTPase	454
2513711528	421	75.06	1	421	1	420	0.0e+00	730	COG1158	Transcription termination factor	422
2513711529	178	62.59	35	178	3	149	8.0e-52	196	COG1981	Predicted membrane protein	149
2513711530	343	46.61	7	340	9	346	2.0e-102	366	COG0407	Uroporphyrinogen-III decarboxylase	352
2513711531	273	45.19	6	273	2	270	2.0e-92	332	COG1806	Uncharacterized protein conserved in bacteria	273
2513711532	199	38	1	199	1	192	1.0e-50	192	COG0424	Nucleotide-binding protein implicated in inhibition of septum formation	193
2513711533	285	43.88	10	282	7	282	2.0e-78	286	COG0169	Shikimate 5-dehydrogenase	283
2513711534	203	37.31	1	197	2	199	1.0e-42	166	COG0237	Dephospho-CoA kinase	201
2513711535	240	33.89	1	236	13	243	6.0e-42	164	COG0847	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	243
2513711536	160	46.5	1	157	1	154	1.0e-52	198	COG1952	Preprotein translocase subunit SecB	157
2513711537	171	39.38	5	164	1	150	5.0e-31	127	COG3030	Protein affecting phage T7 exclusion by the F plasmid	158
2513711538	234	42.62	1	232	44	280	1.0e-57	216	COG4395	Uncharacterized protein conserved in bacteria	281
2513711539	372	38.69	8	370	8	371	3.0e-104	372	COG2821	Membrane-bound lytic murein transglycosylase	373
2513711540	188	31.91	1	186	1	184	5.0e-35	140	COG2840	Uncharacterized protein conserved in bacteria	184
2513711541	125	26.55	4	115	2	114	9.0e-09	52.7	COG1396	Predicted transcriptional regulators	120
2513711542	833	65.05	34	590	3	556	0.0e+00	900	COG0187	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	635
2513711543	199	23.44	13	192	5	203	5.0e-13	67.7	COG0778	Nitroreductase	207
2513711544	94	46.24	1	93	1	93	1.0e-22	97.8	COG3553	Uncharacterized protein conserved in bacteria	96
2513711545	319	53.48	1	314	3	313	3.0e-117	415	COG0435	Predicted glutathione S-transferase	324
2513711546	280	44.73	10	278	1	264	3.0e-78	285	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	266
2513711547	425	71.43	1	412	1	413	0.0e+00	679	COG4553	Poly-beta-hydroxyalkanoate depolymerase	415
2513711549	234	37.83	2	231	1	223	2.0e-50	192	COG1451	Predicted metal-dependent hydrolase	223
2513711550	222	46.23	2	213	1	208	1.0e-59	222	COG0135	Phosphoribosylanthranilate isomerase	208
2513711551	406	73.03	12	404	1	392	0.0e+00	717	COG0133	Tryptophan synthase beta chain	396
2513711552	279	47.97	2	272	1	265	4.0e-92	331	COG0159	Tryptophan synthase alpha chain	265
2513711553	301	55.94	2	283	2	285	2.0e-116	412	COG0777	Acetyl-CoA carboxylase beta subunit	294
2513711554	442	43.96	1	435	4	419	1.0e-120	426	COG0285	Folylpolyglutamate synthase	427
2513711556	1183	30.35	19	1168	4	1138	0.0e+00	726	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
2513711557	1063	48.69	7	769	1	697	0.0e+00	619	COG3893	Inactivated superfamily I helicase	697
2513711559	505	46.26	159	505	2	348	2.0e-101	363	COG3178	Predicted phosphotransferase related to Ser/Thr protein kinases	351
2513711561	466	55.24	4	458	2	420	0.0e+00	642	COG0499	S-adenosylhomocysteine hydrolase	420
2513711562	91	49.43	4	90	2	88	2.0e-22	97.2	COG1925	Phosphotransferase system, HPr-related proteins	88
2513711563	133	35.56	1	133	1	134	5.0e-30	123	COG2893	Phosphotransferase system, mannose/fructose-specific component IIA	143
2513711565	596	29.14	248	596	7	333	8.0e-35	142	COG0642	Signal transduction histidine kinase	336
2513711566	244	40.41	2	244	1	229	2.0e-56	212	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
